artist_name,biography,listeners,playcount,similar_artists
Lisa,"There are at least eight known artists with the name ""Lisa"": two are from Japan, one from Thailand who based in South Korea, one from France, two from Holland, one from USA, and one from Italy. 

1) Risa Oribe (織部里沙 Oribe Risa, born June 24, 1987), better known by her stage name LiSA  is a Japanese singer signed to Aniplex under Sony Music Artists. Her stage name is an acronym for 'Love is Same All', a band she formed in 2008. She is known <a href=""https://www.last.fm/music/Lisa"">Read more on Last.fm</a>",1800514,116176045,"['Jennie', 'JISOO', 'BLACKPINK', 'Rosé', 'Meovv']"
鈴木このみ,"Konomi Suzuki (鈴木このみ) born Nov 5, 1996 is a 5th Anison Grand Prix Winner, who debut in singing Tasogare Otome x Amnesia OP. Nickname: Konomin (このみん). <a href=""https://www.last.fm/music/%E9%88%B4%E6%9C%A8%E3%81%93%E3%81%AE%E3%81%BF"">Read more on Last.fm</a>",32544,1116110,"['nonoc', 'MYTH & ROID', 'ZAQ', 'ASCA', '前島麻由']"
Agrupacion Musical Nuestro Padre Jesús Despojado de Jaen," <a href=""https://www.last.fm/music/Agrupacion+Musical+Nuestro+Padre+Jes%C3%BAs+Despojado+de+Jaen"">Read more on Last.fm</a>",313,3981,"['Agrupación Musical Nuestro Padre Jesús de la Redención de Sevilla', 'Agrupación Musical María Santísima de la Estrella (Granada)', 'Agrupación Musical Nuestro Padre Jesús de la Salud -Los Gitanos-', 'Agrupación Musical Lágrimas de Dolores', 'Agrupación Musical Ntro. Padre Jesús de la Pasión (Linares)']"
Gareth Coker,"Gareth Coker is a British composer for film, games, and commercials. Since moving from Japan to Los Angeles in 2009, Gareth has developed a compositional style focusing on memorable, melodically-driven themes and motifs, combined with unique, and unconventional soundscapes. This approach, and his ability to apply it in a way that always serves to enhance the story earned him the attention of Moon Studios, which led to a highly successful collaboration on the acclaimed game Ori and the Blind Forest <a href=""https://www.last.fm/music/Gareth+Coker"">Read more on Last.fm</a>",247697,7692317,"['Austin Wintory', 'Berlinist', 'Curtis Schweitzer', 'Lena Raine', 'Joris de Man']"
Dean Fujioka,"Dean Fujioka (ディーン フジオカ) born August 19, 1980 as Tatsuo Fujioka (藤岡 竜雄 Fujioka Tatsuo) is a Japanese actor and artist.

Dean Fujioka was born in Fukushima Prefecture, Japan, and finished college at Seattle University, Seattle, Washington. After his graduation, he decided to explore by traveling and taking a photographic journey across Asia. He is fluent in English, Japanese, and Mandarin.

Fujioka started his career as a model in Hong Kong's fashion scene in 2004 for both local and international designer brands. <a href=""https://www.last.fm/music/Dean+Fujioka"">Read more on Last.fm</a>",124761,1462447,"['taro umebayashi', 'BURNOUT SYNDROMES', 'ギヴン', 'SCREEN mode', 'Lenny code fiction']"
Geek Music,"Geek Music is an independent record label specializing in movie, television, anime, and gaming music. <a href=""https://www.last.fm/music/Geek+Music"">Read more on Last.fm</a>",833827,7883550,"[""L'Orchestra Cinematique"", 'Anime Zing', 'Clinton Shorter', 'Frederic Bernard', 'London Music Works']"
Robert D.," <a href=""https://www.last.fm/music/Robert+D."">Read more on Last.fm</a>",58076,350240,"['Interupt', 'Thelma Plum', 'Peter Gundry', 'Kita Alexander', 'Wafia']"
Christopher Fitzgerald,"Christopher Fitzgerald is an American actor, singer, mime, clown, juggler, and acrobat. He is best known for his role as Boq in the musical Wicked and his role of Igor in Young Frankenstein (musical).

He was born in Bryn Mawr, Pennsylvania, on November 26, 1972. He graduated with a Bachelor of Arts in Theater from Rollins College in Winter Park, Florida. He is a member of Alpha Tau Omega fraternity. He also gained a Masters Degree in Fine Arts from the American Conservatory Theater in San Francisco. <a href=""https://www.last.fm/music/Christopher+Fitzgerald"">Read more on Last.fm</a>",247376,2189260,"['Idina Menzel & Leo Norbert Butz', 'Kristin Chenoweth & Idina Menzel', 'Kristin Chenoweth', 'Idina Menzel', 'Carole Shelley & Idina Menzel']"
菅野祐悟,"菅野祐悟 (Yugo Kanno; born on June 5, 1977), is a Japanese soundtrack and classical composer. Famous for Psycho-Pass and JoJo's Bizarre Adventure. He combines contemporary musical styles like EDM and RC with classical and 20th Century film music.

Kanno was born in Saitama, Japan. He attended junior high school in Kawagoe before later moving to Takanezawa for university. While attending school, he was fascinated by Impressionist and Modern Classical Music. <a href=""https://www.last.fm/music/%E8%8F%85%E9%87%8E%E7%A5%90%E6%82%9F"">Read more on Last.fm</a>",17171,881761,"['岩崎琢', 'Jin Hashimoto', 'ichigo from 岸田教団&THE明星ロケッツ', '松尾早人', '富永TOMMY弘明']"
3年E組うた担(渚&茅野&業&磯貝&前原)," <a href=""https://www.last.fm/music/3%E5%B9%B4E%E7%B5%84%E3%81%86%E3%81%9F%E6%8B%85(%E6%B8%9A&%E8%8C%85%E9%87%8E&%E6%A5%AD&%E7%A3%AF%E8%B2%9D&%E5%89%8D%E5%8E%9F)"">Read more on Last.fm</a>",81940,1144156,"['Lenny code fiction', 'SCREEN mode', 'BURNOUT SYNDROMES', 'KANA-BOON', 'Kankaku Piero']"
林ゆうき,"Hayashi Yuki, (林ゆうき), (Born December 31st 1980) is a Japanese music composer and arranger for rhythmic gymnastics, independent movies and TV drama.

He used to be a rhythmic gymnast, and during University, he started out making music for shows, as a hobby for 5’000 yen a piece. Then, he got many request from other school students who liked his tunes, and quickly, he became a music producer of rhythmic gymnastics. 
After graduation, Hayashi Yuki was taught music for 6 months by a music producer of rhythmic gymnastics <a href=""https://www.last.fm/music/%E6%9E%97%E3%82%86%E3%81%86%E3%81%8D"">Read more on Last.fm</a>",9866,756347,"['Asami Tachibana', 'Hiroyuki Sawano', '澤野弘之', 'KOHTA YAMAMOTO', 'Masaru Yokoyama']"
Crush,"Crush is the name of at least fourteen different musical acts.

1)  Crush (크러쉬), born Shin Hyo-Seob on May 3, 1992, is a South-Korean R&B and hip-hop singer, rapper and songwriter. He is a member of the hip-hop crews Fanxy Child, Club Eskimo, and VV:D.

2)  Crush were formed in Newcastle-upon-Tyne in 1996 and featured Donna Air and Jayni Hoy (both then-teenage actresses in BBC TV's 'Byker Grove'). They released two singles in the UK, jellyhead and luv'd up <a href=""https://www.last.fm/music/Crush"">Read more on Last.fm</a>",576741,23388945,"['Zion.T', 'Colde', 'Dean', 'Hoody', 'Sam Kim']"
RADWIMPS,"Radwimps is a Japanese rock band that formed in their first year of highschool in 2001 in Kanagawa, Japan. They play an eccentric mix of rock, punk, funk and jazz. The band achieved great commercial success in 2006 with their album Radwimps 4: Okazu no Gohan, and are best known for their later singles ""Order Made"" (2008) and ""Dada"" (2011), both of which hit number one on Oricon's single charts.

The five original members had been friends since middle school. <a href=""https://www.last.fm/music/RADWIMPS"">Read more on Last.fm</a>",652213,40057014,"['BUMP OF CHICKEN', 'Yorushika', '米津玄師', 'back number', 'Galileo Galilei']"
Ryan Gosling,"Ryan Gosling (born November 12,1980 in London, Ontario, Canada) mostly known for his acting in indie and studio movies, has deep roots in song. 

Gosling hasn't released much, but often performs at jazz clubs. He did background vocals on the Canadian group soulDecisions 2000 release, still most of what the public has are clips from the movie Wild Roomies (2004) in which he created much of the soundtrack. 

His current project is a vocalist/guitarist for the band Dead Man's Bones alongside vocalist/guitarist Zach Shields. <a href=""https://www.last.fm/music/Ryan+Gosling"">Read more on Last.fm</a>",998022,16023807,"['Andrew Garfield', 'Shawn Mendes', 'Charlotte Cardin', 'Goody Grace', 'Emma Stone']"
John Legend,"John Stephens (born December 28, 1978 in Springfield, Ohio), better known as John Legend, is a Grammy award winning R&B singer-songwriter, multi-instrumentalist, poet and actor signed to Kanye West's G.O.O.D. Music label. Prior to the release of his debut album Get Lifted in 2004, Legend's career gained momentum through a series of successful collaborations with multiple established artists such as Jay-Z, Alicia Keys and Lauryn Hill. He released his second album <a href=""https://www.last.fm/music/John+Legend"">Read more on Last.fm</a>",3068260,54248326,"['Anthony Hamilton', 'Robin Thicke', 'Alicia Keys', 'Musiq', 'Mary J. Blige']"
CHANYEOL,"Park Chanyeol (Korean: 박찬열; born November 27, 1992 in Seoul, South Korea) is a Korean singer and rapper as a member of EXO and its subgroup EXO-K.  He is also skilled in playing the drums and guitar.  He was cast into S.M. Entertainment through the S.M. Casting System in 2008.  Chanyeol was the last member of EXO to be formally introduced, on February 23, 2012. <a href=""https://www.last.fm/music/CHANYEOL"">Read more on Last.fm</a>",276647,10557640,"['EXO-SC', '수호', 'Chen', 'Exo', 'Xiumin']"
Hans Zimmer,"Hans Florian Zimmer (born 12 September 1957) is a German film score composer and record producer. Since the 1980s, he has composed music for over 150 films. His works include The Lion King, for which he won the Academy Award for Best Original Score in 1995, the Pirates of the Caribbean series, The Thin Red Line, Gladiator, The Last Samurai, and The Dark Knight Trilogy.

Zimmer spent the early part of his career in the United Kingdom before moving to the United States. <a href=""https://www.last.fm/music/Hans+Zimmer"">Read more on Last.fm</a>",2603706,138608598,"['Hans Zimmer & James Newton Howard', 'Ludwig Göransson', 'James Horner', 'Michael Giacchino', 'Harry Gregson-Williams']"
MOB CHOIR,"Mob Choir is the name of a Japanese musical project specially created for the anime ""Mob Psycho 100"".

The main vocalist is Sana (also known as ""37"", may 25th, 1999), a Japanese singer member of the band Sajou no Hana. ""99"" was composed by Junichi Sasaki and Takeshi Masuda and played (guitars and bass) by Masuda. The lyricists were Sasaki and ONE. ""99.9"", on the other hand, was performed by Sajou no Hana. <a href=""https://www.last.fm/music/MOB+CHOIR"">Read more on Last.fm</a>",159784,3543369,"['OxT', 'sajou no hana', 'MYTH & ROID', 'MOB CHOIR feat. sajou no hana', '富永TOMMY弘明']"
JAM Project,"JAM Project (""JAM"" standing for ""Japan Animation songs Makers"") is an anime music genre (or anison) ""supergroup"" based in Japan, originally founded on July 19, 2000 by famous 1970s theme song artist Ichiro Mizuki. The group is comprised of many vocal artists well known in the genre; aside from the many anime and video game theme songs that this group has performed together, each member is famous for his or her own solo performances of anime-related music. <a href=""https://www.last.fm/music/JAM+Project"">Read more on Last.fm</a>",136547,4307608,"['遠藤正明', '影山ヒロノブ', '水木一郎', 'Fire Bomber', '串田アキラ']"
MAN WITH A MISSION,"MAN WITH A MISSION is a Japanese band formed in Shibuya, Tokyo,  Japan in 2010. Their music can be described as alternative rock, rap metal, pop rock or pop-punk with new metal and pop influences.

Members:
Vocals: トーキョー・タナカ (Tokyo Tanaka)
Guitar, Chorus & Rap: ジャンケン・ジョニー (Jean-Ken Johnny)
Bass: カミカゼ・ボーイ (Kamikaze Boy)
DJ, Sampling, Scratches: ディージェイ・サンタ・モニカ (DJ Santa Monica) <a href=""https://www.last.fm/music/MAN+WITH+A+MISSION"">Read more on Last.fm</a>",263564,8198802,"['Survive Said The Prophet', 'SPYAIR', 'UVERworld', 'KANA-BOON', 'coldrain']"
THE ORAL CIGARETTES,"THE ORAL CIGARETTES is a Japanese rock band from Nara Prefecture, formed in 2010. The band consist of vocalist and guitarist Takuya Yamanaka, guitarist Shigenobu Suzuki, bassist and backing vocalist Akirakani Akira and drummer Masaya Nakanishi.

The band was formed by vocalist Takuya and bassist Akira. Takuya used to work at a bank but he didn’t like working under someone else so he decided to make music instead. They were joined by guitarist Shigenobu, who went to the same kindergarten as Takuya. <a href=""https://www.last.fm/music/THE+ORAL+CIGARETTES"">Read more on Last.fm</a>",389956,11327550,"['Hello Sleepwalkers', 'Frederic', 'KANA-BOON', 'BLUE ENCOUNT', 'MY FIRST STORY']"
Fernando Velázquez,"Fernando Velázquez  age, 33, Fernando Velázquez already has experience in the world of cinema, and especially in the horror genre, having worked on movies like The Birthday by Eugenio Mira, Bosque de Sombras (“The Backwoods”) by Koldo Serra and El Sindrome Svensson by Kepa Sojo. Fernando came to international prominence with his score for The Orphanage, which earned nominations for the European Film Award and the Goya Award. Recently, Fernando has also written the music for Shiver, Sexy Killer and El mal ajeno. <a href=""https://www.last.fm/music/Fernando+Vel%C3%A1zquez"">Read more on Last.fm</a>",149615,1243421,"['William Ross', 'Carlos Rafael Rivera', 'Marc Streitenfeld', 'West Dylan Thordson', 'Jordan Seigel']"
