nombre,biografia,oyentes,reproducciones,similares
Gianluca Vacchi," <a href=""https://www.last.fm/music/Gianluca+Vacchi"">Read more on Last.fm</a>",44396,217567,"['Jude & Frank', 'Leandro Da Silva', 'Provenzano', 'RedOne', 'HÄWK']"
Jude & Frank," <a href=""https://www.last.fm/music/Jude+&+Frank"">Read more on Last.fm</a>",42605,176121,"['Tom & Collins', 'Juos', 'Leandro Da Silva', 'Twolate', 'Tom Budin']"
David Tort,"David Tort es uno de los artistas españoles más relevantes del panorama electrónico global. Prueba de ello es el medio centenar de producciones editadas, con hits como ""Changes"", ""7 Eleven"", ""L.A. Girls"", ""Work It Out"", “Lost in Acid” y las remezclas realizadas a artistas como David Guetta, “Amazonia”, Ultra Naté o a la diva del pop español Marta Sánchez. Además su música suena como banda sonora en varios reallity show de MTV USA, <a href=""https://www.last.fm/music/David+Tort"">Read more on Last.fm</a>",48083,187423,"['Prok & Fitch', 'Hard Rock Sofa', 'Tim Mason', 'Sebastien Drums', 'Dirty South & Thomas Gold feat. Kate Elsworth']"
Gorillaz,"Gorillaz es un grupo virtual británico formado principalmente por Damon Albarn, cantante de las bandas Blur y  The Good, the Bad & the Queen; Jamie Hewlett, dibujante inglés creador de cómics como Tank Girl y Los Freebies; y otros artistas que han colaborado en sus proyectos. El grupo, en su formato virtual, está compuesto por 2D, Murdoc Niccals, Noodle y Russel Hobbs.

Gorillaz apareció en 1998 y ha lanzado 4 álbumes de estudio: Gorillaz (2001) <a href=""https://www.last.fm/music/Gorillaz"">Read more on Last.fm</a>",6569128,470919778,"['The Good, the Bad & the Queen', 'Damon Albarn', 'Radiohead', 'MGMT', 'twenty one pilots']"
Machine Girl,"Machine Girl es un proyecto estadounidense de música electrónica creado en 2012 por Matt Stephenson en Long Island, Nueva York. En 2015, el proyecto se convirtió en un dúo, con Matt reclutando al percusionista Sean Kelly para tocar la batería en vivo. <a href=""https://www.last.fm/music/Machine+Girl"">Read more on Last.fm</a>",963721,62276810,"['Prolaps', 'Vertigoaway', 'NANORAY', 'femtanyl', 'bye2']"
Don Diablo,"Don Pepijn Schipper (Coevorden, Países Bajos, 27 de febrero de 1980), mejor conocido como Don Diablo es un DJ productor y compositor holandés de EDM. Actualmente reside en Ámsterdam y ocupa el puesto #7 y #1 en la encuesta realizada en 2018 por la revista DJmag y la página 1001tracklists respectivamente. En 2015, fundó su nueva discográfica ""HEX₳GON"" y el show de radio con el mismo nombre. <a href=""https://www.last.fm/music/Don+Diablo"">Read more on Last.fm</a>",660869,10274208,"['Oliver Heldens', 'Mike Williams', 'Firebeatz', 'Nicky Romero', 'Martin Garrix']"
Ahrix," <a href=""https://www.last.fm/music/Ahrix"">Read more on Last.fm</a>",69399,602495,"['Tobu', 'Elektronomia', 'Alex Skrindo', 'Deaf Kev', 'Jim Yosef']"
Mandragora,"Hay muchas bandas con el nombre Mandragora de estilos y épocas diversas. Seguidamente se muestran los detalles de las dos más relevantes y un listado con algunas de las demás.

Mandragora (Lituania) Melodic Death Metal

Biografía:
Mandragora es una banda de death metal melódico formada en 1998 en Vilna (Lituania). Fueron invitados a participar en el festival/concurso para nuevas bandas de metal ""Fresh Blood"" en 1999. A pesar de no ser los ganadores, generaron un gran interés del público. <a href=""https://www.last.fm/music/Mandragora"">Read more on Last.fm</a>",130541,2336556,"['Vegas (Brazil)', 'GRAViiTY', 'Imperial Circus Dead Decadence', 'Henrique Camacho', 'Unlogix']"
ESPRIT 空想," <a href=""https://www.last.fm/music/ESPRIT+%E7%A9%BA%E6%83%B3"">Read more on Last.fm</a>",334157,5273722,"['George Clanton', 'S U R F I N G', 'FM Skyline', 'Windows 96', 'Satin Sheets']"
J Hus," <a href=""https://www.last.fm/music/J+Hus"">Read more on Last.fm</a>",445813,12191871,"['MOSTACK', 'NSG', 'Headie One', 'Not3s', 'AJ Tracey']"
Bonobo,"Bonobo es el seudónimo de Simon Green, productor, compositor, músico y DJ británico.

Con 18 años se trasladó a Brighton, donde lanzó su primer álbum, ""Animal Magic"" bajo el sello ""Tru Thoughts"" en el año 2000. Con este álbum, completamente producido por el autor y casi interpretado 100% por él, el productor británico se convirtió en uno de los nuevos ""pioneros del downtempo"", y su música, basada en el ritmo, cautivó tanto a la prensa como a muchos de los grandes sellos discográficos. <a href=""https://www.last.fm/music/Bonobo"">Read more on Last.fm</a>",2030589,110367242,"['The Funky Lowlives', 'Hird', 'Marsmobil', 'A Forest Mighty Black', 'The Karminsky Experience Inc.']"
Future,"Nayvadius DeMun Wilburn,​ (20 de noviembre de 1983),2​ más conocido por su nombre artístico Future, es un cantante de hip hop estadounidense que radica en Kirkwood, Atlanta, Georgia. Después de lanzar una serie de mixtapes moderadamente exitosos entre 2010 y 2011, Future firmó con la compañía discográfica Epic Records.

Posteriormente Future comenzó a trabajar en su álbum debut Pluto, y en abril de 2012 lanzó el álbum alcanzando críticas positivas. <a href=""https://www.last.fm/music/Future"">Read more on Last.fm</a>",3039798,418522298,"['Young Thug', 'DJ Esco', 'Gunna', 'Lil Baby', '21 Savage']"
Nightcore,"Básicamente es un estilo de música propio, dado que sus canciones son increibles. Tiene mucho talento y si eres un gran fan del techno no te perderias a este gran artista. <a href=""https://www.last.fm/music/Nightcore"">Read more on Last.fm</a>",309292,9693110,"['DJ Satomi', 'Jaegershu', 'Felsenstein', 'S3RL', 'Groove Coverage']"
Thievery Corporation,"Thievery Corporation es un dúo de DJ y productores musicales de la ciudad de Washington, Estados Unidos. Lo integran Rob Garza y Eric Hilton y ocasionalmente, músicos de sesión.

Su música puede encuadrarse dentro del estilo de música electrónica denominado downtempo, con influencias del dub, el acid jazz, la música de la India y de Brasil, en una fusión combinada con una estética lounge.

Thievery Corporation edita su producción en el sello (propio) Eighteenth Street Lounge <a href=""https://www.last.fm/music/Thievery+Corporation"">Read more on Last.fm</a>",1858067,62754395,"['A Forest Mighty Black', 'The Funky Lowlives', 'Hird', 'Ursula 1000', 'The Karminsky Experience Inc.']"
Shade K," <a href=""https://www.last.fm/music/Shade+K"">Read more on Last.fm</a>",6075,56388,"['Perfect Kombo', 'BasStyler', 'The Darrow Chem Syndicate', 'Huda Hudia', 'The Brainkiller']"
Jesse Rose,"Jesse Rose lleva por delante desde Londres hasta tres sellos, Front Room Recordings -junto a su socio Chris Belsey gestiona una plantilla de artistas entre los que destacan Solid Groove, Henrik Schwarz, Domu, Audiomontage, Rob Mello, Chris Duckenfield, Trevor Loveys, Jamie Anderson, entre otros-, Made to Play y Loungin' Recordings. 

En 2006  lanzó a la venta More Than One en el primero de los sellos citados, con la participación de una troupe de artistas de lo más cotizado en el panorama tech-house internacional.   <a href=""https://www.last.fm/music/Jesse+Rose"">Read more on Last.fm</a>",80525,479490,"['Renaissance Man', 'Zombie Disco Squad', 'Dance Area', 'Lopazz', 'Sis']"
Shapeshifters,"Shapeshifters, esta compuesta por Simon Marlin and Max Reich, son un grupo de música electrónica del Reino Unido. El grupo está bajo el sello de Positiva Records.

Son conocidos en Estados Unidos como Shape:UK, en parte debido a un conflicto con el grupo de hip-hop de Los Angeles Shape Shifters sobre el nombre, debido a que este útimo lo tiene legalmente registrado.
Sin embargo, el duo aún utiliza el nombre de ""Shapeshifters"" cuando estan de gira en otros paises fuera de los Estados Unidos. <a href=""https://www.last.fm/music/Shapeshifters"">Read more on Last.fm</a>",263497,1824165,"['Junior Jack', 'Soulsearcher', 'Michael Gray', 'Armand van Helden', 'Shakedown']"
Jkriv,"Jason Kriveloff alias JKriv es un productor, DJ, compositor y multi-instrumentista afincado en Brooklin, Nueva York. También es el propietario de los sellos Deep&Disco / Razor-N-Tape e integrante de Escort.

Aunque su carrera musical se remonta a principios de este siglo, es reciente su popularidad gracias a sus magníficas remezclas y temas originales editados bajo el alias JKriv. Sus producciones han encontrado el hueco en las sesiones de referencias como Derrick Carter <a href=""https://www.last.fm/music/Jkriv"">Read more on Last.fm</a>",21732,94597,"['Session Victim', 'Jacques Renault', 'Crazy P', 'Paula Tape', 'Ron Trent']"
The Cancel," <a href=""https://www.last.fm/music/The+Cancel"">Read more on Last.fm</a>",140956,1838199,"['Brock Berrigan', 'zmeyev', 'Rob Viktum', 'Tour De Manège', 'SWØRN']"
Ministry Of Funk," <a href=""https://www.last.fm/music/Ministry+Of+Funk"">Read more on Last.fm</a>",22709,103596,"['Defcon 5', 'Bass and Heat Hunter', 'Franca Morgano', 'Rob Hilton', 'Dutchican Soul']"
The Alan Parsons Project,"Alan Parsons Project es un grupo británico de rock progresivo formado en 1975. Estaba liderado por Alan Parsons, Eric Woolfson y en él participaron varias alineaciones de músicos, así como el arreglista y director de orquesta Andrew Powell.

Alan Parsons, aunque músico de origen, colaboró con Pink Floyd en el álbum de 1973 ""The Dark Side of the Moon"",como ingeniero de sonido.

Cada uno aportaba su granito de arena al grupo: Alan Parsons como productor <a href=""https://www.last.fm/music/The+Alan+Parsons+Project"">Read more on Last.fm</a>",1126547,25186236,"['Alan Parsons', 'Supertramp', 'Genesis', 'Barclay James Harvest', 'Camel']"
Mister Gym," <a href=""https://www.last.fm/music/Mister+Gym"">Read more on Last.fm</a>",8139,41512,"['DJ Sequenza', 'DJ SETTLER', 'B-Bass Vs. Dj MDS', 'Dancefloor Kingz', 'Raveboy']"
Royal Gigolos,"En septiembre del 2003 los DJs  Mike Moore y DJ Tyson decidieron  producir una nueva canción. Una noche de verano, sentados en el jardín, les llego espontáneamente la idea de reproducir el clásico « California Dreamin´ » de los « Mamas and The Papas » en estilo House.

Dicho y hecho. 14 días después se encontraron los dos en el estudio. De una parte del original se hizo un Sample y se compuso una versión House.

En Octubre se les dejó a varios DJs  algunas muestras en CD-Rom. <a href=""https://www.last.fm/music/Royal+Gigolos"">Read more on Last.fm</a>",181811,1027252,"['Global Deejays', 'The Underdog Project', 'Vinylshakerz', 'Magic Box', 'Danzel']"
L. Doblado," <a href=""https://www.last.fm/music/L.+Doblado"">Read more on Last.fm</a>",21287,106798,"['david hohme', 'Gallago', 'Claxy', 'Dave Pad', 'Meramek']"
Kiasmos,"Tras varios años de amistad y colaboración profesional, era cuestión de tiempo que Ólafur Arnalds y Janus Rasmussen decidieran convertir su gusto por el minimalismo experimental en algo más que una obsesión compartida. 

Kiasmos es, pues, un proyecto que nace de una pasión y que define una nueva zona sonora en la que se encuentran el clasicismo y el trabajo acústico de Arnalds con el electropop sintético de Rasmussen. Todo ello ha cristalizado por fin este 2014 en “Kiasmos” (Erased Tapes) <a href=""https://www.last.fm/music/Kiasmos"">Read more on Last.fm</a>",334140,7499590,"['Christian Löffler', 'Max Cooper', 'Rival Consoles', 'Gidge', 'Janus Rasmussen']"
Parra for Cuva,"Nicolas Demuth, conocido por su nombre artístico Parra for Cuva (Göttingen, Alemania, 1991) es un productor y DJ de música electrónica alemán.  <a href=""https://www.last.fm/music/Parra+for+Cuva"">Read more on Last.fm</a>",370538,4323610,"['Catching Flies', 'Ben Böhmer', 'Tourist', 'Fejká', 'Nils Hoffmann']"
Urta," <a href=""https://www.last.fm/music/Urta"">Read more on Last.fm</a>",859,4107,"['hermanos kapiya', 'UNITED RECORDS', 'Pastis & Buenri', 'Pont Aeri', ""Criminal Dj's""]"
BeatGhosts," <a href=""https://www.last.fm/music/BeatGhosts"">Read more on Last.fm</a>",1766,8072,"['New Generation SK', 'T4FUN', 'Luca Peruzzi', 'TtO', 'Laroxx Project']"
Chase & Status,"Chase & Status son  Saul Milton (Chase) y Will Kennard (Status). Los cimientos de este grupo se basan en un drum&bass que entraría dentro del rango dubstep, con unos ritmos perfectamente sincopados y su característico “snare”. No obstante, el éxito de la fórmula se consigue gracias a la incorporación de diversos cantantes a cada uno de sus temas: voces del soul, hip hop y de un montón de estilos que hacen tornar cada tema en un sentido totalmente distinto al anterior. <a href=""https://www.last.fm/music/Chase+&+Status"">Read more on Last.fm</a>",1135554,29238140,"['Wilkinson', 'Shy FX', 'Sub Focus', 'Vibe Chemistry', 'Camo & Krooked']"
Nuages,"Nuages inicia en octubre del 2001 con la propuesta inicial de fusionar el jazz y la música gitana de todo el mundo: de Rusia, de Europa del Este, de Francia, así como la música árabe o judía… Poco apoco otras influencias entran en el repertorio del conjunto: ritmos ecuatorianos y latinos, como el sanjuanito, el pasillo, la bossa nova, el pasacalle… o la cumbia.
 	
 	 	 			 	 	 	 
Nuages tiene un sonido único. Su música es muy variada, festiva, alegre, generosa y a la vez profunda y lírica. <a href=""https://www.last.fm/music/Nuages"">Read more on Last.fm</a>",115984,1359522,"['Øfdream', 'Catching Flies', 'Ark Patrol', 'CLANN', 'Parra for Cuva']"
Macky Gee," <a href=""https://www.last.fm/music/Macky+Gee"">Read more on Last.fm</a>",170886,3016485,"['Tsuki', 'Phibes', 'Gouki', 'Kanine', 'Hedex']"
Chemical Surf," <a href=""https://www.last.fm/music/Chemical+Surf"">Read more on Last.fm</a>",93494,756899,"['KVSH', 'Cat Dealers', 'Illusionize', 'Bhaskar', 'Bruno Be']"
Los Mirlos,"Los Mirlos son los creadores de la cumbia amazónica, una de las muchas manifestaciones de la cumbia peruana. Es un grupo de larga trayectoria, originario de la ciudad de Moyobamba, en el departamento de San Martín, en Perú, cuyo origen selvático les valió el apodo de ""Los Charapas de Oro"". Sus inicios se remontan al año 1968, y su carrera musical se prolonga hasta la actualidad.
 <a href=""https://www.last.fm/music/Los+Mirlos"">Read more on Last.fm</a>",93543,809816,"['Juaneco y su Combo', 'Los Destellos', 'Los Hijos del Sol', 'Los Orientales de Paramonga', 'Los Diablos Rojos']"
Kraftwerk,"Kraftwerk (central eléctrica) es un grupo alemán de música de vanguardia que hizo una contribución decisiva al desarrollo de la música electrónica.

El grupo lo formaron Ralf Hütter y Florian Schneider en 1970, pero su fama la hicieron como cuarteto, con Wolfgang Flür y Karl Bartos.

Las técnicas que introdujeron en su música, así como el equipo que desarrollaron, son hoy omnipresentes en la música moderna ya que son considerados por muchos como los padres de la música electrónica que si bien ya venia de tiempo atrás <a href=""https://www.last.fm/music/Kraftwerk"">Read more on Last.fm</a>",1362443,41103738,"['Karl Bartos', 'NEU!', 'Jean Michel Jarre', 'Yellow Magic Orchestra', 'Cluster']"
Stormzy,"Michael Ebenazer Kwadjo Omari Owuo Jr., conocido profesionalmente como Stormzy, es un rapero, cantante y compositor británico. En 2014, atrajo la atención en la escena musical underground del Reino Unido a través de su serie de freestyle Wicked Skengman sobre los clásicos ritmos grime. <a href=""https://www.last.fm/music/Stormzy"">Read more on Last.fm</a>",777441,22895296,"['Dave', 'AJ Tracey', 'Headie One', 'Giggs', 'J Hus']"
J Balvin,"Nombre de pila: José Álvaro Osorio Balvin
Nombre artístico: j Balvin.

Su inclinación artística data desde los dos años de edad, donde ya mostraba gusto por la música y los instrumentos musicales.

Durante sus estudios de bachillerato en el Gimnasio los Alcázares de la ciudad de Medellín, siempre formo parte de conjuntos de música rock.

Viajo a los estados unidos en un intercambio cultural, donde tuvo oportunidad de estudiar el idioma inglés, el cual habla  y escribe con fluidez normal. <a href=""https://www.last.fm/music/J+Balvin"">Read more on Last.fm</a>",1629017,57748069,"['Maluma', 'Ozuna', 'Nicky Jam', 'Feid', 'Yandel']"
