artist_name,biography,listeners,playcount,similar_artist
Justin Hurwitz,"Justin Hurwitz (born January 22, 1985) is an American film composer and a television writer. He is best known for his longtime collaboration with director Damien Chazelle, scoring each of his films: Guy and Madeline on a Park Bench (2009), Whiplash (2014), La La Land (2016), First Man (2018), and Babylon (2022).

For La La Land, Hurwitz won two Academy Awards, Best Original Score and Best Original Song (for ""City of Stars""), as well as the Golden https://www.last.fm/music/Justin+Hurwitz",991483,24951614,La La Land Cast
Max Richter,"Max Richter (born 22 March 1966) is a German-born British composer who has been an influential voice in post-minimalist composition and in the meeting of contemporary classical and alternative popular musical styles since the early 2000s. Richter is classically trained, having graduated in composition from the Royal Academy of Music and studied with Luciano Berio in Italy.

Richter is known for his prolific output: composing and recording his own music; writing for stage https://www.last.fm/music/Max+Richter",1481869,63098009,Jóhann Jóhannsson
Hans Zimmer,"Hans Florian Zimmer (born 12 September 1957) is a German film score composer and record producer. Since the 1980s, he has composed music for over 150 films. His works include The Lion King, for which he won the Academy Award for Best Original Score in 1995, the Pirates of the Caribbean series, The Thin Red Line, Gladiator, The Last Samurai, and The Dark Knight Trilogy.

Zimmer spent the early part of his career in the United Kingdom before moving to the United States. https://www.last.fm/music/Hans+Zimmer",2669470,142176902,Hans Zimmer & James Newton Howard
Batta,"batta is a rock band formed in 2009. The band disbanded in March 2010 but reunited in October of the same year.

Current Members
Tatsu Hoshino (ホシノ タツ)  - Vocalist & Guitarist
Shinichiro Miyama
Tanakurt
Ryuta Endo

Former Members
Ishiwata Takashi - Bassist (2017-?)
kazu - Drummer (2018-?)
Shinohara Asato (シノハラ アサト)  - Bassist (2009-2017)
Mano Tomonori (マノ トモノリ)  - Guitarist (2009-2018)
Hoshino Takeshi (ホシノ タケシ)  - Drummer (2009-?) https://www.last.fm/music/Batta",214435,3532353,The Du
John Legend,"John Stephens (born December 28, 1978 in Springfield, Ohio), better known as John Legend, is a Grammy award winning R&B singer-songwriter, multi-instrumentalist, poet and actor signed to Kanye West's G.O.O.D. Music label. Prior to the release of his debut album Get Lifted in 2004, Legend's career gained momentum through a series of successful collaborations with multiple established artists such as Jay-Z, Alicia Keys and Lauryn Hill. He released his second album https://www.last.fm/music/John+Legend",3153649,55281064,Anthony Hamilton
Piotr Musiał,"For Piotr Musiał, music has always been more than just sounds. From purely orchestral scores, neoclassical, fantasy to ambient, hybrid or synthwave, Piotr is a versatile composer flexible in many styles.

His unending fascination with Hollywood film scores of the 80s, combined with his passion for minimal and modern music, has driven him into creating his own style while manifesting his trademark perfectionism and detail in his work.

Piotr has worked for 11 bit studios https://www.last.fm/music/Piotr+Musia%C5%82",127881,2112803,Mikolai Stroinski
BURNOUT SYNDROMES,"Burnout Syndromes is a three-person rock band that formed in Osaka in 2005. They have released two independent albums to date, Sekaiichi Utsukushii Sekaiichi Utsukushii Sekai and Bungaku Shōjo, as well as the single ""LOSTTIME"" under Tower Records.
In the first 2016 issue of Shueisha's Weekly Shonen Jump magazine was announced that the band Burnout Syndromes would perform a new opening theme song titled ""Fly High!!"" for the Haikyu!! Second Season anime. The new song premiered i https://www.last.fm/music/BURNOUT+SYNDROMES",270152,5285821,SPYAIR
Emma Stone,"Emily Jean ""Emma"" Stone (born November 6, 1988 in Scottsdale, Arizona) is an American actress. Stone was a cast member of the TV series Drive, and made her feature film debut in the comedy Superbad (2007). She has appeared in The House Bunny (2008), Ghosts of Girlfriends Past (2009), Zombieland (2009), and Paper Man (2009). In 2010, Stone voiced the character Mazie in Marmaduke, and starred in the comedy Easy A for which she received a nomination for the Golden Globe Award for Best Actress – Motion Picture Musical or Comedy. https://www.last.fm/music/Emma+Stone",292315,3437696,Lily James
3年E組うた担(渚&茅野&業&磯貝&前原),https://www.last.fm/music/3%E5%B9%B4E%E7%B5%84%E3%81%86%E3%81%9F%E6%8B%85(%E6%B8%9A&%E8%8C%85%E9%87%8E&%E6%A5%AD&%E7%A3%AF%E8%B2%9D&%E5%89%8D%E5%8E%9F),85776,1208716,BURNOUT SYNDROMES
Rupert Gregson-Williams,"Rupert Gregson-Williams (born October 12, 1966) is a British composer of motion picture and television scores. His filmography includes Hotel Rwanda, for which he was awarded the European Film composer award, Hacksaw Ridge, Wonder Woman, Aquaman, Over the Hedge, Bee Movie, Made of Honor, Abominable, The Holiday, The Legend of Tarzan, and numerous films by Happy Madison Productions, many of which star Adam Sandler. His most notable works in television include Veep, Catch 22 and The Crown. https://www.last.fm/music/Rupert+Gregson-Williams",187902,2442777,Martin Phipps
Abel Korzeniowski,"Abel Korzeniowski (real first name: Adam, born July 18, 1972 in Cracow) is a Polish composer of film and theatre soundtracks. He graduated from the Academy of Music in Kraków majoring in cello and composer studies under the supervision of Krzysztof Penderecki.

He is a composer of film scores for several Polish films like ""Big Animal"", ""Tomorrow's Weather"" and ""An Angel in Kraków"" as well as Hollywood productions like ""Battle for Terra"", ""Pu-239 - The Half Life of Timofey Berezin"" https://www.last.fm/music/Abel+Korzeniowski",427340,7554426,梅林茂
RADWIMPS,"Radwimps is a Japanese rock band that formed in their first year of highschool in 2001 in Kanagawa, Japan. They play an eccentric mix of rock, punk, funk and jazz. The band achieved great commercial success in 2006 with their album Radwimps 4: Okazu no Gohan, and are best known for their later singles ""Order Made"" (2008) and ""Dada"" (2011), both of which hit number one on Oricon's single charts.

The five original members had been friends since middle school. https://www.last.fm/music/RADWIMPS",681341,41624896,米津玄師
JAM Project,"JAM Project (""JAM"" standing for ""Japan Animation songs Makers"") is an anime music genre (or anison) ""supergroup"" based in Japan, originally founded on July 19, 2000 by famous 1970s theme song artist Ichiro Mizuki. The group is comprised of many vocal artists well known in the genre; aside from the many anime and video game theme songs that this group has performed together, each member is famous for his or her own solo performances of anime-related music. https://www.last.fm/music/JAM+Project",145044,4434710,遠藤正明
鷺巣詩郎,"Shiro Sagisu  (鷺巣詩郎, Sagisu Shirō) (born August 29, 1957) is a well-known Japanese music producer, composer, arranger and conductor. With a career spanning over 40 years (beginning in the late 1970s), he is best known primarily as a record producer (for acts like MISIA, Satoshi Tomiie, and 平井堅, among others).

Sagisu is best known for being the composer of the popular anime Neon Genesis Evangelion, Bleach and His and Her Circumstances among many others. https://www.last.fm/music/%E9%B7%BA%E5%B7%A3%E8%A9%A9%E9%83%8E",76011,5239899,Yoko Takahashi
7!!,"7!! (pronounced Seven Oops; セブンウップス) is a four piece Japanese rock band formed in 2004. They received the grand prix for Mitsuya Cider CM Audition in 2005, and their original song, ""Sun Light"", was used for Mitsuya Cider’s commercial. The band debuted under EPIC Record Japan with the single ""Falling Love"", on April 13th 2011. They were also chosen to sing the opening theme for the popular anime NARUTO: Shippuuden, with the song ""Lovers"".  https://www.last.fm/music/7%21%21",161632,2390662,いきものがかり
Gummy,"There are multiple artists sharing this name:

1.) GUMMY (グミ) is a Japanese Visual kei band from Tokyo which formed in 2026.

Members:
** Vocals: Gara (メリー/MERRY)
** Guitar: マッド・デンジャラス (MAD DANGEROUS; AKA aie; deadman, kein, the god and death stars, gibkiy gibkiy gibkiy)
** Bass: 康太 (Kohta; Pierrot, Angelo)
** Drums: Lotty (AKA Lotto;梟, ex Sioux, トーマス (Thomas), アマミツゝキ (Amamitsutsuki))

Biography: https://www.last.fm/music/Gummy",131580,1929377,DAVICHI
Yoon Mirae,"Yoon Mi-rae (윤미래) (Real Name: Natasha Shanta Reid; also known as: Tasha Reid, T) is a Korean-African American R&B singer and rapper born in Portland, Texas on May 31, 1981 to an African American father and a Korean mother. She was a core member of the Korean hip hop and R&B group Uptown, starting out when she was only 16 years old. She later formed Tashannie, a hip-hop and R&B duo in 1999 where she was the primary vocalist. In 2001, she started a solo career under the moniker T. https://www.last.fm/music/Yoon+Mirae",203631,2228176,Gummy
Geek Music,"Geek Music is an independent record label specializing in movie, television, anime, and gaming music. https://www.last.fm/music/Geek+Music",880522,8369804,L'Orchestra Cinematique
Adrian Barba,https://www.last.fm/music/Adrian+Barba,35672,533617,Ricardo Silva
Kimiko Glenn,Kimiko Glenn is an American actress and Broadway performer. https://www.last.fm/music/Kimiko+Glenn,214710,2551021,The Centaurworld Cast
aests,"Lukas Valceckas also known as Aests is a Lithuanian musician known for his unique take on future funk. His most popular song ""Fight!"" has 33 million views on YouTube and gift him worldwide attention. He's now producing music using alias ""Seiun"". https://www.last.fm/music/aests",157323,1486016,EVADE FROM 宇宙
Chris Remo,"Chris Remo is a writer, producer, and musician best known as one of the co-founders of Idle Thumbs and the Idle Thumbs Podcast. He has also worked in game development and journalism at Irrational Games, Gamasutra, and Shacknews. His blog, Procedural Dialogue, can be found at http://chrisremo.com/bloggin/ . https://www.last.fm/music/Chris+Remo",201606,3401271,Jonathan Geer
Sid,"There are at least 7 artists named Sid:

1) SID (also written as シド) is a Japanese rock band that formed as a visual kei band in 2003 and is signed to Sony and Danger Crue Records. They signed with Danger Crue Records after releasing their first demo CD in 2003. In January 2004, support members guitarist Shinji and drummer Yuuya became official members. Sid made an impact at the Anime Central convention in the United States, gaining international fans. Their first full album, ""Renai,"" was released in 2005. https://www.last.fm/music/Sid",447758,10761956,Flow
